factory_name,oc id,oc name
Cd Spinning Mills Limited,/companies/bd/C-39585,Cd Spinning Mills Limited
Patriot Fashion Ltd.,,
Trans World Sweaters Ltd.,,
Sweat Pakiza Ltd.,,
Monayam Sweater Complex Ltd.,,
M.R. Sweater Composite Ltd.,,
Nurul Islam Sweaters Ltd.,/companies/bd/C-50409,Nurul Islam Sweaters Ltd.
Zillions Sweaters Limited,/companies/bd/C-51765,Zillions Sweaters Limited
Setara Knitwear Ltd.,,
Rana International Fashion Ltd.,/companies/bd/C-52619,Rana International Fashion Ltd.
J.S. Apparels Hisiery Division,,
Aspen Sweaters Ltd.,/companies/bd/C-50077,Aspen Sweaters Ltd.
Dolphin Composite Knitwear Ltd.,,
Rita Textile (Pvt) Ltd.,,
Julia Sweaters Composite Ltd.,,
Canadian Sweaters Ltd.,,
Fame Shirts Ltd.,/companies/bd/C-54347,Fame Shirts Ltd.
Dipa Sweater Ltd.,/companies/bd/C-52538,Dipa Sweater Ltd.
Bengal Sweater Fashion Ltd.,,
Tropical Sweater Ltd.,,
Dsl Sweater Ltd.,/companies/bd/C-53181,Dsl Sweater Ltd.
A & A Enterprise Ltd. (Sweater Division),,
Ayesha Fashion Limited,/companies/bd/C-56259,Ayesha Fashion Limited
Megatex International Ltd.,,
D.N.S. Sweater Limited.,/companies/bd/C-42976,D.N.S. Sweater Limited.
Ambition Knitwear Ltd.,,
Rolak Bangla Ltd.,,
Rastas Apparels Ltd.,,
Dhaka Denim Ltd. (Garments Division),,
Mohammadi Millenium Knitwears Ltd.,,
Fair Knitting Ltd.,/companies/bd/C-24982,Fair Knitting Ltd.
Smug Sweater Ltd.,,
Renaissance Apparels Ltd.,,
Fashion Store Ltd.,,
Advance Attire Ltd.,,
Nina Design Ltd.,/companies/bd/C-61558,Nina Design Ltd.
Ardent Fashion Ltd.,/companies/bd/C-63382,Ardent Fashion Ltd.
Masco Inds. Ltd. (Compsite Unit),,
Apparel Flow Ltd.,,
Angel Sweater (BD) Ltd.,,
Niagara Textiles Ltd.,,
Mouly Fashion Ltd.,,
Galpex Ltd.,,
Landmark Textile,,
Apparel Profile Ltd.,,
Euro-Mart Apparels Ltd.,,
Nami Apparels (Pvt.) Ltd.,/companies/bd/C-41344,Nami Apparels (Pvt.) Ltd.
Shorot Knitwear Co.,,
B.S. Industries Ltd.,/companies/bd/C-12127,B.S. Industries Ltd.
Rafhkat Garments Ltd.,,
Stage II Knittig Apparel Ltd.,,
Tresco Int'l (Pvt) ltd.,,
Pinnacle Sweaters Ltd.,,
Beats Fashion Ltd.,,
Aba Sweater Limited.,/companies/bd/C-38708,Aba Sweater Limited.
Rafty Sweaters Limited.,/companies/bd/C-43691,Rafty Sweaters Limited.
EU Sweaters Industries Ltd.,,
Valentine Apparels and Sweater Limited,/companies/bd/C-42681,Valentine Apparels and Sweater Limited
Al-Paca Sweater (Pvt) Ltd.,,
Pole Star Sweater Ltd.,/companies/bd/C-47434,Pole Star Sweater Ltd.
Motmaein Sweaters ltd.,,
South End Sweater Co. Ltd.,/companies/bd/C-42839,South End Sweater Co. Ltd.
Sweater Concern Ltd.,,
Zodiac Sweaters Limited,/companies/bd/C-45460,Zodiac Sweaters Limited
Aristocral Sweater & Dyeing Ind. Ltd.,,
Sharp Wears Ltd.,,
Lorra Provisions Ltd.,,
Musk Trousers Ltd.,,
Paradise Sweaters Ltd.,,
Shintex (BD) Ltd.,,
Dress Up Limited,/companies/bd/C-59540,Dress Up Limited
Como Apparels Ltd. (Unit-2),,
Classic Sweater,,
Flash Fashions Ltd.,,
National Garments Ltd,,
Shifa Sweaters Int'l Ltd.,,
Swan Sweaters Ltd. (U-2),,
Esha Textiles (Sweater) Ltd.,,
Pacific Knitting Co. Ltd.,,
Asha Industries Ltd.,/companies/bd/C-47768,Asha Industries Ltd.
Charisma Garments Ltd.,,
Standard Fashions Ltd.,,
August Apparels Ltd.,/companies/bd/C-22479,August Apparels Ltd.
Aftab Garments Ltd.,/companies/bd/67805,Aftab Garments Ltd.
Droper Fashion Ltd.,,
Sajna Sweaters Ltd.,,
Styrax Fashions Ltd.,,
Euromax Sweater Ltd.,,
Ether Tex Ltd.,/companies/bd/C-70067,Ether Tex Ltd.
Desh Sweater Ltd.,,
Rotex Corporation Ltd.,,
Trade Mark Fashion Ltd.,,
ISLAM AND KAREN FASHION TEX LTD.,/companies/bd/C-73962,ISLAM AND KAREN FASHION TEX LTD.
The Papa Sweater Ltd.,,
Smooth Design Sweater Ltd.,,
Indesore Tricot Ltd.,,
Comilla Fashions Ltd.,,
RED ROCK SWEATER LTD.,/companies/bd/C-74404,RED ROCK SWEATER LTD.
Fabtex Fashion Wears,,
T DESIGN SWEATERS LIMITED,/companies/bd/C-74167,T DESIGN SWEATERS LIMITED
Norban Comtex Ltd.,,
Badrunnesa Sweaters Ltd.,/companies/bd/C-71538,Badrunnesa Sweaters Ltd.
EFE Textile Ltd.,/companies/bd/C-72152,EFE Textile Ltd.
N.N. Sweater,,
Sienkee Apparels Ltd.,,
Stitch Right Ltd.,,
J.S DESIGN LTD,/companies/bd/C-74409,J.S DESIGN LTD
POLKA DOTS FASHION LTD.,/companies/bd/C-74741,POLKA DOTS FASHION LTD.
Soampritee Consortium Ltd. (Sweater Unit),,
Look's Wear Sweaters Ltd.,,
Belview Knitex Ltd.,,
Finex Attire Ltd.,,
Okeya Design Ltd.,/companies/bd/66107,Okeya Design Ltd.
Mascotex Ltd.,,
East Asia Apparel,,
Shabab Fabrics Ltd.,,
Creative Shirts House Ltd.,,
Rose Sweaters Ltd. (U-2),,
Ambia Fashions Ltd.,,
Amici Sweater Inds. Ltd.,,
Gateway Fashion Ltd.,,
Fashion Of Wales Limited,/companies/bd/Ch-6797,Fashion Of Wales Limited
LUTHAN SWEATER LTD.,/companies/bd/C-73283,LUTHAN SWEATER LTD.
Interlink Dresses,,
I.P. Jaq Knitting Ltd.,/companies/bd/67867,I.P. Jaq Knitting Ltd.
THE WELL TEX LTD.,/companies/bd/C-73365,THE WELL TEX LTD.
P.H.S. Fashion,,
Ocean Sweater Ind. (Pvt.) Ltd.,/companies/bd/C-63227,Ocean Sweater Ind. (Pvt.) Ltd.
HIRCIN FASHION LTD.,/companies/bd/C-72794,HIRCIN FASHION LTD.
Saybolt Tex Ltd.,/companies/bd/C-55236,Saybolt Tex Ltd.
Tidy Wear Ltd.,,
Bulbul Knit Wear Ltd.,,
Knit Softwear Ltd. (U-2),,
WISE APPARELS LTD.,/companies/bd/C-67629,WISE APPARELS LTD.
Ordinal Fashions Ltd.,/companies/bd/70841,Ordinal Fashions Ltd.
Eon Attires Ltd.,,
Heritage Sweater Ltd.,,
Tua- Ha Textiles Ltd.,/companies/bd/C-54465,Tua- Ha Textiles Ltd.
Sharp Associates Ltd.,,
Divine Fashion (Pvt.) Ltd.,,
Ananta Casual Wear Ltd.,,
Dekko Designs Ltd.,,
Yasin Knittex Inds. Ltd.,,
Deoti Fashion Ltd.,,
Modele De Capital Ind. Ltd.,/companies/bd/C-52129,Modele De Capital Ind. Ltd.
Goumati Knitwears Ltd.,,
Genervation Next Fashions Ltd.,,
Ambition Garments Ltd.,,
OPTIMO JEANS LTD.,/companies/bd/C-74617,OPTIMO JEANS LTD.
Sadat Sweaters Ltd.,/companies/bd/C-74878,Sadat Sweaters Ltd.
Embro Knitwear Ltd.,,
Victoria Costumes Ltd.,,
Samad Sweaters Ltd.,/companies/bd/C-54888,Samad Sweaters Ltd.
MSC Garments Limited,/companies/bd/C-77306,MSC Garments Limited
Featherlite Ltd.,,
Landmark Wool Wear Ltd.,,
J. M. KNIT AND STITCH WEAR LTD.,/companies/bd/C-74688,J. M. KNIT AND STITCH WEAR LTD.
Kamoos Knitwear Ltd.,,
Danny Dhaka Ltd.,,
Apparels Bangla Sourcing Ltd.,,
Studio SSR Ltd.,,
Euro Fashion (Sweater),,
Fashion Connection Montreal Ltd.,,
Zaber And Zubair Fabrics Ltd.,/companies/bd/C-26841,Zaber And Zubair Fabrics Ltd.
Mondol Apparels Ltd.,,
Cotton Clout (BD) Ltd.,/companies/bd/C-73611,Cotton Clout (BD) Ltd.
Palky Sweater (Pvt.) Ltd.,,
Running Fashion Ltd. (Unit-2),,
Era Fashions & Knit Ltd.,/companies/bd/67274,Era Fashions & Knit Ltd.
Aftabunnesa Textiles Ltd.,/companies/bd/C-40984,Aftabunnesa Textiles Ltd.
Azim & Son (Pvt.) Ltd. (Unit-2),,
Atlas Fashion Wear Ltd.,,
Flaxen Dress Market Ltd.,,
Tahsin Export,,
Sajna Sweaters Ltd.,,
